Time,WHP [psi],FLP [psi],I_MOTOR,V_MOTOR,MOT_FREQ,Pi [psi],Pd [psi],Ti [Deg F],Tm [Deg F],VIBRATION,WHP [psi] anomaly,FLP [psi] anomaly,I_MOTOR anomaly,V_MOTOR anomaly,MOT_FREQ anomaly,Pi [psi] anomaly,Pd [psi] anomaly,Ti [Deg F] anomaly,Tm [Deg F] anomaly,VIBRATION anomaly
2021-02-18 21:42:00,176.72999572753906,169.94000244140625,90.31999969482422,2910.06005859375,48.7400016784668,1045.02001953125,4100.2001953125,180.83999633789065,222.33999633789065,0.550000011920929,1,1,-1,1,1,-1,1,1,1,1
2021-02-18 21:52:00,176.5800018310547,169.9499969482422,89.98999786376953,2911.679931640625,48.91999816894531,1044.9200439453125,4101.27001953125,180.8099975585937,222.3500061035156,0.5400000214576721,1,1,1,1,1,-1,1,1,1,1
2021-02-18 22:02:00,176.38999938964844,169.67999267578125,90.26000213623048,2910.8701171875,48.68999862670898,1044.9599609375,4100.64990234375,180.8099975585937,222.3300018310547,0.5600000023841858,1,1,1,1,1,-1,1,1,1,1
2021-02-18 22:12:00,176.32000732421875,169.74000549316406,90.1500015258789,2912.489990234375,48.84000015258789,1044.969970703125,4102.72021484375,180.8000030517578,222.32000732421875,0.5299999713897705,1,1,1,1,1,-1,1,1,1,1
2021-02-18 22:22:00,175.86000061035156,169.1699981689453,90.02999877929688,2911.679931640625,48.93000030517578,1044.8199462890625,4101.52978515625,180.8000030517578,222.2400054931641,0.5299999713897705,1,1,1,1,1,-1,1,1,-1,1
2021-02-18 22:32:00,176.7100067138672,169.94000244140625,89.76000213623047,2905.199951171875,48.81999969482422,1045.0,4102.509765625,180.8000030517578,222.3600006103516,0.5299999713897705,1,1,1,-1,1,-1,1,1,1,1
2021-02-18 22:42:00,176.58999633789062,169.8800048828125,89.94999694824219,2909.25,48.84000015258789,1044.77001953125,4102.08984375,180.8099975585937,222.3699951171875,0.5299999713897705,1,1,1,1,1,-1,1,1,1,1
2021-02-18 22:52:00,176.39999389648438,169.75,90.0,2910.8701171875,48.880001068115234,1044.8800048828125,4103.35009765625,180.82000732421875,222.2899932861328,0.5099999904632568,1,1,1,1,1,-1,1,1,-1,-1
2021-02-18 23:02:00,176.6199951171875,169.99000549316406,89.77999877929688,2910.06005859375,48.86000061035156,1044.7099609375,4102.06982421875,180.8000030517578,222.3600006103516,0.5099999904632568,1,1,1,1,1,-1,1,1,1,-1
2021-02-18 23:12:00,176.8300018310547,170.07000732421875,90.12999725341795,2910.8701171875,48.959999084472656,1044.93994140625,4103.02001953125,180.8300018310547,222.3699951171875,0.550000011920929,1,1,1,1,1,-1,1,1,1,1
2021-02-18 23:22:00,176.52000427246094,169.83999633789062,89.88999938964844,2908.43994140625,48.75,1044.800048828125,4102.08984375,180.8099975585937,222.33999633789065,0.5699999928474426,1,1,1,1,1,-1,1,1,1,1
2021-02-18 23:32:00,176.7100067138672,170.0,90.0999984741211,2910.8701171875,48.650001525878906,1044.4100341796875,4103.169921875,180.8300018310547,222.3800048828125,0.5199999809265137,1,1,1,1,-1,-1,1,1,1,-1
2021-02-18 23:42:00,177.00999450683594,170.24000549316406,90.1500015258789,2909.25,48.75,1044.27001953125,4103.39013671875,180.8300018310547,222.3500061035156,0.5400000214576721,1,1,1,1,1,-1,1,1,1,1
2021-02-18 23:52:00,176.82000732421875,170.2100067138672,89.97000122070312,2912.489990234375,48.900001525878906,1043.5400390625,4103.35986328125,180.82000732421875,222.3999938964844,0.5299999713897705,1,1,1,1,1,1,1,1,1,1
2021-02-19 00:02:00,176.50999450683594,169.7899932861328,89.87999725341797,2911.679931640625,48.86000061035156,1043.0999755859375,4104.72998046875,180.8000030517578,222.38999938964844,0.5199999809265137,1,1,1,1,1,1,1,1,1,-1
2021-02-19 00:12:00,176.75999450683594,170.17999267578125,90.16000366210938,2914.110107421875,48.83000183105469,1043.010009765625,4102.10009765625,180.82000732421875,222.38999938964844,0.5699999928474426,1,1,1,1,1,1,1,1,1,1
2021-02-19 00:22:00,176.36000061035156,169.4199981689453,90.3000030517578,2914.919921875,48.90999984741211,1042.8199462890625,4101.6298828125,180.8099975585937,222.3699951171875,0.5299999713897705,1,1,1,1,1,1,1,1,1,1
2021-02-19 00:32:00,176.64999389648438,169.85000610351562,90.0,2912.489990234375,48.900001525878906,1042.5699462890625,4102.240234375,180.82000732421875,222.3999938964844,0.5600000023841858,1,1,1,1,1,1,1,1,1,1
2021-02-19 00:42:00,176.3300018310547,169.50999450683594,89.98999786376953,2910.8701171875,48.86000061035156,1042.6300048828125,4104.0400390625,180.8099975585937,222.38999938964844,0.5099999904632568,1,1,1,1,1,1,1,1,1,-1
2021-02-19 00:52:00,176.35000610351562,169.6300048828125,90.16000366210938,2912.489990234375,48.83000183105469,1042.7900390625,4103.58984375,180.8000030517578,222.3000030517578,0.5,1,1,1,1,1,1,1,1,1,-1
