Time,WHP [psi],FLP [psi],I_MOTOR,V_MOTOR,MOT_FREQ,Pi [psi],Pd [psi],Ti [Deg F],Tm [Deg F],VIBRATION,WHP [psi] anomaly,FLP [psi] anomaly,I_MOTOR anomaly,V_MOTOR anomaly,MOT_FREQ anomaly,Pi [psi] anomaly,Pd [psi] anomaly,Ti [Deg F] anomaly,Tm [Deg F] anomaly,VIBRATION anomaly
2021-02-18 22:03:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,1,1,1,1,1,1,1,1
2021-02-18 22:13:00,295.70001220703125,172.4499969482422,78.0,2768.330078125,50.95000076293945,1132.4300537109375,4401.7998046875,179.74000549316406,183.6000061035156,0.1599999964237213,1,1,1,-1,1,1,1,1,1,1
2021-02-18 22:23:00,295.1099853515625,171.2899932861328,78.0,2778.800048828125,50.90999984741211,1132.5999755859375,4401.8701171875,179.75,183.77999877929688,0.1899999976158142,1,1,1,1,1,1,1,1,1,1
2021-02-18 22:33:00,295.4700012207031,172.11000061035156,78.0,2782.699951171875,50.959999084472656,1132.7099609375,4402.0400390625,179.72000122070312,183.6000061035156,0.1400000005960464,1,1,1,1,1,1,1,1,1,1
2021-02-18 22:43:00,294.8999938964844,170.4600067138672,78.0,2778.39990234375,50.97999954223633,1132.5,4401.419921875,179.74000549316406,183.44000244140625,0.1599999964237213,1,1,1,1,1,1,1,1,1,1
2021-02-18 22:53:00,295.1000061035156,170.9499969482422,78.0,2782.10009765625,50.9900016784668,1132.449951171875,4401.10009765625,179.72999572753906,183.6100006103516,0.1800000071525573,1,1,1,1,1,1,1,1,1,1
2021-02-18 23:03:00,294.6400146484375,170.0500030517578,78.0,2778.89990234375,50.81999969482422,1132.3699951171875,4401.02001953125,179.72999572753906,183.72999572753903,0.1400000005960464,1,1,1,1,1,1,1,1,1,1
2021-02-18 23:13:00,294.4599914550781,169.6199951171875,78.0,2778.199951171875,51.0099983215332,1132.5400390625,4401.0498046875,179.72999572753906,183.6300048828125,0.1800000071525573,1,1,1,1,1,1,1,1,1,1
2021-02-18 23:23:00,295.1099853515625,171.3300018310547,78.0,2778.199951171875,50.880001068115234,1132.449951171875,4401.43017578125,179.75,183.6100006103516,0.1599999964237213,1,1,1,1,1,1,1,1,1,1
2021-02-18 23:33:00,295.3599853515625,172.0500030517578,78.0,2779.77001953125,50.91999816894531,1132.300048828125,4402.02978515625,179.72999572753906,183.4600067138672,0.1800000071525573,1,1,1,1,1,1,1,1,1,1
2021-02-18 23:43:00,295.0599975585937,171.3300018310547,78.0,2776.0,50.97999954223633,1132.530029296875,4401.72021484375,179.74000549316406,183.4600067138672,0.1700000017881393,1,1,1,1,1,1,1,1,1,1
2021-02-18 23:53:00,294.739990234375,170.0399932861328,78.0,2775.800048828125,50.959999084472656,1132.280029296875,4401.33984375,179.75999450683594,183.6499938964844,0.1800000071525573,1,1,1,1,1,1,1,1,1,1
2021-02-19 00:03:00,295.7699890136719,172.42999267578125,78.0,2780.10009765625,50.97999954223633,1132.4200439453125,4401.93994140625,179.74000549316406,183.77999877929688,0.1599999964237213,1,1,1,1,1,1,1,1,1,1
2021-02-19 00:13:00,295.6400146484375,172.32000732421875,78.0,2776.199951171875,50.97999954223633,1132.3699951171875,4402.2099609375,179.72999572753906,183.8099975585937,0.1800000071525573,1,1,1,1,1,1,1,1,1,1
2021-02-19 00:23:00,295.6700134277344,172.44000244140625,78.0,2780.300048828125,50.91999816894531,1132.5899658203125,4402.1201171875,179.75,183.6499938964844,0.1599999964237213,1,1,1,1,1,1,1,1,1,1
2021-02-19 00:33:00,294.8399963378906,170.60000610351562,78.0,2775.10009765625,50.869998931884766,1132.4200439453125,4401.509765625,179.72000122070312,183.5800018310547,0.1700000017881393,1,1,1,1,1,1,1,1,1,1
2021-02-19 00:43:00,294.0,168.2100067138672,78.0,2776.39990234375,50.97999954223633,1132.52001953125,4400.68017578125,179.74000549316406,183.5500030517578,0.1899999976158142,1,1,1,1,1,1,1,1,1,1
2021-02-19 00:53:00,295.4200134277344,171.69000244140625,78.0,2775.60009765625,50.9900016784668,1132.3599853515625,4401.66015625,179.72999572753906,183.6199951171875,0.1500000059604644,1,1,1,1,1,1,1,1,1,1
2021-02-19 01:03:00,295.8800048828125,172.99000549316406,78.0,2776.800048828125,50.88999938964844,1132.4599609375,4402.43017578125,179.74000549316406,183.6999969482422,0.2000000029802322,1,1,1,1,1,1,1,1,1,-1
2021-02-19 01:13:00,295.5400085449219,171.88999938964844,78.0,2781.5,50.91999816894531,1132.530029296875,4401.93017578125,179.75,183.58999633789065,0.1500000059604644,1,1,1,1,1,1,1,1,1,1
2021-02-19 01:23:00,295.1199951171875,171.02000427246094,78.0,2777.5,51.0,1132.6500244140625,4402.0400390625,179.75,183.6699981689453,0.1899999976158142,1,1,1,1,1,1,1,1,1,1
2021-02-19 01:33:00,295.010009765625,170.94000244140625,78.0,2780.300048828125,51.02000045776367,1132.5400390625,4401.6201171875,179.75999450683594,183.5800018310547,0.1599999964237213,1,1,1,1,1,1,1,1,1,1
2021-02-19 01:43:00,295.5599975585937,172.17999267578125,78.0,2776.800048828125,50.900001525878906,1132.550048828125,4402.18994140625,179.72000122070312,183.42999267578125,0.1700000017881393,1,1,1,1,1,1,1,1,1,1
2021-02-19 01:53:00,296.1000061035156,173.50999450683594,78.0,2778.39990234375,50.93999862670898,1132.469970703125,4402.759765625,179.75999450683594,183.5800018310547,0.1700000017881393,1,1,1,1,1,1,1,1,1,1
2021-02-19 02:03:00,296.0199890136719,173.2899932861328,78.0,2782.800048828125,51.060001373291016,1132.8199462890625,4402.52978515625,179.75999450683594,183.6000061035156,0.1700000017881393,1,1,1,1,1,1,1,1,1,1
2021-02-19 02:13:00,295.5799865722656,172.36000061035156,78.0,2775.0,50.880001068115234,1132.469970703125,4402.2099609375,179.74000549316406,183.63999938964844,0.1599999964237213,1,1,1,1,1,1,1,1,1,1
2021-02-19 02:23:00,296.19000244140625,173.60000610351562,78.0,2776.5,50.970001220703125,1132.47998046875,4402.8701171875,179.7100067138672,183.72999572753903,0.1800000071525573,1,1,1,1,1,1,1,1,1,1
2021-02-19 02:33:00,295.6600036621094,172.77999877929688,78.0,2772.659912109375,51.09999847412109,1132.56005859375,4402.43994140625,179.74000549316406,183.6199951171875,0.1599999964237213,1,1,1,1,-1,1,1,1,1,1
2021-02-19 02:43:00,295.1099853515625,170.64999389648438,78.0,2778.25,50.90999984741211,1132.449951171875,4401.7099609375,179.72999572753906,183.47999572753903,0.1800000071525573,1,1,1,1,1,1,1,1,1,1
2021-02-19 02:53:00,295.32000732421875,171.57000732421875,78.0,2777.0,50.900001525878906,1132.469970703125,4402.14990234375,179.75999450683594,183.8000030517578,0.1500000059604644,1,1,1,1,1,1,1,1,1,1
2021-02-19 03:03:00,295.0199890136719,170.72000122070312,78.0,2780.199951171875,51.02999877929688,1132.4100341796875,4401.669921875,179.74000549316406,183.6300048828125,0.1599999964237213,1,1,1,1,1,1,1,1,1,1
